fecha;hora;red;serie;tema;texto;imagen;enlace
2026-10-29;12:30;instagram;EFQM;efqm-beneficios;"💙 Por qué EFQM: por dónde empezar.

Por qué EFQM: Beneficios más allá del sello. El primer paso es un Informe de GAP: medir la distancia entre tu gestión actual y el modelo, y decidir con datos.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-beneficios.png;https://www.tuconsultor.com/blog/post.html?p=2026-10-29-efqm-beneficios
2026-10-30;12:30;instagram;NORMAS;empresa-saludable;"💙 ¿Qué es Empresa Saludable y para qué sirve de verdad?

Modelo de empresa saludable: entorno físico y psicosocial, hábitos y comunidad, con indicadores y reconocimiento certificable.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#PersonasYCultura #SeguridadLaboral #Igualdad #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/empresa-saludable.png;https://www.tuconsultor.com/blog/post.html?p=2026-10-30-empresa-saludable
2026-10-31;12:30;instagram;EFQM;efqm-mitos;"💙 Mitos del Modelo EFQM, explicado sin humo.

Mitos del Modelo EFQM: Lo que no es (y lo que sí). El Modelo EFQM 2025 no es un premio, es un marco para transformar la organización con criterio.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-mitos.png;https://www.tuconsultor.com/blog/post.html?p=2026-10-31-efqm-mitos
2026-11-01;12:30;instagram;NORMAS;efr;"💙 EFR: Empresa familiarmente responsable. Y esto es lo que gana tu organización.

Certificación EFR de conciliación e igualdad: diagnóstico, catálogo de medidas y gestión del modelo.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#PersonasYCultura #SeguridadLaboral #Igualdad #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/efr.png;https://www.tuconsultor.com/blog/post.html?p=2026-11-01-efr
2026-11-02;12:30;instagram;EFQM;efqm-primeros-pasos;"💙 Primeros pasos con EFQM: lo que aporta de verdad.

Primeros pasos con EFQM. Trabajar con el Modelo EFQM te da una foto honesta de tu gestión y una hoja de ruta priorizada — el sello es la consecuencia.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-primeros-pasos.png;https://www.tuconsultor.com/blog/post.html?p=2026-11-02-efqm-primeros-pasos
2026-11-03;12:30;instagram;NORMAS;plan-de-igualdad;"💙 El error más común al implantar Plan de Igualdad (y cómo evitarlo).

Copiar documentación de otra empresa y esperar que cuele. El sistema debe nacer de TU actividad real, o se convierte en burocracia muerta.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#PersonasYCultura #SeguridadLaboral #Igualdad #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/plan-de-igualdad.png;https://www.tuconsultor.com/blog/post.html?p=2026-11-03-plan-de-igualdad
2026-11-04;12:30;instagram;EFQM;efqm-formacion;"💙 Formación EFQM 2025: el fallo que vemos una y otra vez.

Formación EFQM 2025: el error habitual es tratarlo como un trámite documental. EFQM se trabaja desde la dirección, con datos y con las personas.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-formacion.png;https://www.tuconsultor.com/blog/post.html?p=2026-11-04-efqm-formacion
2026-11-05;12:30;instagram;NORMAS;protocolo-acoso;"💙 ¿Es Protocolo de Acoso para tu organización? Señales de que sí.

Si tus clientes (o la Administración) empiezan a pedírtelo, si has crecido y ""todo está en la cabeza de dos personas"", o si quieres diferenciarte en licitaciones: sí, es para ti.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#PersonasYCultura #SeguridadLaboral #Igualdad #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/protocolo-acoso.png;https://www.tuconsultor.com/blog/post.html?p=2026-11-05-protocolo-acoso
2026-11-06;12:30;instagram;EFQM;efqm-modelo-2025;"💙 ¿Te toca ya trabajar con el Modelo EFQM?

El Modelo EFQM 2025. Si tu organización ya certifica ISO y quiere dar el salto de ""cumplir"" a ""sobresalir"", el Modelo EFQM es el siguiente paso natural.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-modelo-2025.png;https://www.tuconsultor.com/blog/post.html?p=2026-11-06-efqm-modelo-2025
2026-11-07;12:30;instagram;NORMAS;desconexion-digital;"💙 Desconexión Digital: el primer paso es más simple de lo que crees.

Una conversación de diagnóstico: entender tu punto de partida y dimensionar el proyecto con plazos realistas. Sin compromiso.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#PersonasYCultura #SeguridadLaboral #Igualdad #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/desconexion-digital.png;https://www.tuconsultor.com/blog/post.html?p=2026-11-07-desconexion-digital
2026-11-08;12:30;instagram;EFQM;efqm-direccion;"💙 Dimensión Dirección: por dónde empezar.

Dimensión Dirección: Propósito, visión y estrategia que orientan. El primer paso es un Informe de GAP: medir la distancia entre tu gestión actual y el modelo, y decidir con datos.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-direccion.png;https://www.tuconsultor.com/blog/post.html?p=2026-11-08-efqm-direccion
2026-11-09;12:30;instagram;NORMAS;iso-21001;"💙 ¿Qué es ISO 21001 y para qué sirve de verdad?

Sistema de gestión ISO 21001 para centros educativos y de formación: necesidades del alumnado en el centro del sistema.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#PersonasYCultura #SeguridadLaboral #Igualdad #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/iso-21001.png;https://www.tuconsultor.com/blog/post.html?p=2026-11-09-iso-21001
2026-11-10;12:30;instagram;EFQM;efqm-ejecucion;"💙 Dimensión Ejecución, explicado sin humo.

Dimensión Ejecución: De la estrategia al funcionamiento diario. El Modelo EFQM 2025 no es un premio, es un marco para transformar la organización con criterio.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-ejecucion.png;https://www.tuconsultor.com/blog/post.html?p=2026-11-10-efqm-ejecucion
2026-11-11;12:30;instagram;NORMAS;une-158101;"💙 UNE 158101: Calidad en servicios de mayores. Y esto es lo que gana tu organización.

Certificación UNE 158101 para centros residenciales: calidad del servicio y dignidad en la atención a personas mayores.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#PersonasYCultura #SeguridadLaboral #Igualdad #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/une-158101.png;https://www.tuconsultor.com/blog/post.html?p=2026-11-11-une-158101
2026-11-12;12:30;instagram;EFQM;efqm-resultados;"💙 Dimensión Resultados: lo que aporta de verdad.

Dimensión Resultados. Trabajar con el Modelo EFQM te da una foto honesta de tu gestión y una hoja de ruta priorizada — el sello es la consecuencia.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-resultados.png;https://www.tuconsultor.com/blog/post.html?p=2026-11-12-efqm-resultados
2026-11-13;12:30;instagram;NORMAS;sge-21;"💙 El error más común al implantar SGE 21 (y cómo evitarlo).

Copiar documentación de otra empresa y esperar que cuele. El sistema debe nacer de TU actividad real, o se convierte en burocracia muerta.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#RSC #ResponsabilidadSocial #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/sge-21.png;https://www.tuconsultor.com/blog/post.html?p=2026-11-13-sge-21
2026-11-14;12:30;instagram;EFQM;efqm-criterio1;"💙 Propósito, visión y estrategia: el fallo que vemos una y otra vez.

Propósito, visión y estrategia: el error habitual es tratarlo como un trámite documental. EFQM se trabaja desde la dirección, con datos y con las personas.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-criterio1.png;https://www.tuconsultor.com/blog/post.html?p=2026-11-14-efqm-criterio1
2026-11-15;12:30;instagram;NORMAS;sa-8000;"💙 ¿Es SA 8000 para tu organización? Señales de que sí.

Si tus clientes (o la Administración) empiezan a pedírtelo, si has crecido y ""todo está en la cabeza de dos personas"", o si quieres diferenciarte en licitaciones: sí, es para ti.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#RSC #ResponsabilidadSocial #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/sa-8000.png;https://www.tuconsultor.com/blog/post.html?p=2026-11-15-sa-8000
2026-11-16;12:30;instagram;EFQM;efqm-criterio2;"💙 ¿Te toca ya trabajar con el Modelo EFQM?

Cultura y liderazgo. Si tu organización ya certifica ISO y quiere dar el salto de ""cumplir"" a ""sobresalir"", el Modelo EFQM es el siguiente paso natural.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-criterio2.png;https://www.tuconsultor.com/blog/post.html?p=2026-11-16-efqm-criterio2
2026-11-17;12:30;instagram;NORMAS;iqnet-sr10;"💙 IQNet SR10: el primer paso es más simple de lo que crees.

Una conversación de diagnóstico: entender tu punto de partida y dimensionar el proyecto con plazos realistas. Sin compromiso.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#RSC #ResponsabilidadSocial #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/iqnet-sr10.png;https://www.tuconsultor.com/blog/post.html?p=2026-11-17-iqnet-sr10
2026-11-18;12:30;instagram;EFQM;efqm-criterio3;"💙 Implicar a los grupos de interés: por dónde empezar.

Implicar a los grupos de interés: Criterio 3 del Modelo EFQM. El primer paso es un Informe de GAP: medir la distancia entre tu gestión actual y el modelo, y decidir con datos.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-criterio3.png;https://www.tuconsultor.com/blog/post.html?p=2026-11-18-efqm-criterio3
2026-11-19;12:30;instagram;NORMAS;smeta;"💙 ¿Qué es SMETA y para qué sirve de verdad?

Te preparamos para la auditoría social SMETA (Sedex): condiciones laborales, seguridad, medio ambiente y ética empresarial.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#RSC #ResponsabilidadSocial #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/smeta.png;https://www.tuconsultor.com/blog/post.html?p=2026-11-19-smeta
2026-11-20;12:30;instagram;EFQM;efqm-criterio4;"💙 Crear valor sostenible, explicado sin humo.

Crear valor sostenible: Criterio 4 del Modelo EFQM. El Modelo EFQM 2025 no es un premio, es un marco para transformar la organización con criterio.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-criterio4.png;https://www.tuconsultor.com/blog/post.html?p=2026-11-20-efqm-criterio4
2026-11-21;12:30;instagram;NORMAS;b-corp;"💙 B Corp: Empresas con propósito. Y esto es lo que gana tu organización.

Te acompañamos en la evaluación de impacto B (BIA) y en el camino hacia la certificación B Corp.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#RSC #ResponsabilidadSocial #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/b-corp.png;https://www.tuconsultor.com/blog/post.html?p=2026-11-21-b-corp
2026-11-22;12:30;instagram;EFQM;efqm-criterio5;"💙 Funcionamiento y transformación: lo que aporta de verdad.

Funcionamiento y transformación. Trabajar con el Modelo EFQM te da una foto honesta de tu gestión y una hoja de ruta priorizada — el sello es la consecuencia.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-criterio5.png;https://www.tuconsultor.com/blog/post.html?p=2026-11-22-efqm-criterio5
2026-11-23;12:30;instagram;NORMAS;une-166002;"💙 El error más común al implantar UNE 166002 (y cómo evitarlo).

Copiar documentación de otra empresa y esperar que cuele. El sistema debe nacer de TU actividad real, o se convierte en burocracia muerta.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Innovación #IDi #InteligenciaArtificial #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/une-166002.png;https://www.tuconsultor.com/blog/post.html?p=2026-11-23-une-166002
2026-11-24;12:30;instagram;EFQM;efqm-criterio6;"💙 Percepción de los grupos de interés: el fallo que vemos una y otra vez.

Percepción de los grupos de interés: el error habitual es tratarlo como un trámite documental. EFQM se trabaja desde la dirección, con datos y con las personas.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-criterio6.png;https://www.tuconsultor.com/blog/post.html?p=2026-11-24-efqm-criterio6
2026-11-25;12:30;instagram;NORMAS;certificacion-proyectos-idi;"💙 ¿Es Certificación de Proyectos I+D+i para tu organización? Señales de que sí.

Si tus clientes (o la Administración) empiezan a pedírtelo, si has crecido y ""todo está en la cabeza de dos personas"", o si quieres diferenciarte en licitaciones: sí, es para ti.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Innovación #IDi #InteligenciaArtificial #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/certificacion-proyectos-idi.png;https://www.tuconsultor.com/blog/post.html?p=2026-11-25-certificacion-proyectos-idi
2026-11-26;12:30;instagram;EFQM;efqm-criterio7;"💙 ¿Te toca ya trabajar con el Modelo EFQM?

Rendimiento estratégico y operativo. Si tu organización ya certifica ISO y quiere dar el salto de ""cumplir"" a ""sobresalir"", el Modelo EFQM es el siguiente paso natural.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-criterio7.png;https://www.tuconsultor.com/blog/post.html?p=2026-11-26-efqm-criterio7
2026-11-27;12:30;instagram;NORMAS;deducciones-fiscales-idi;"💙 Deducciones Fiscales I+D+i: el primer paso es más simple de lo que crees.

Una conversación de diagnóstico: entender tu punto de partida y dimensionar el proyecto con plazos realistas. Sin compromiso.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Innovación #IDi #InteligenciaArtificial #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/deducciones-fiscales-idi.png;https://www.tuconsultor.com/blog/post.html?p=2026-11-27-deducciones-fiscales-idi
2026-11-28;12:30;instagram;EFQM;efqm-radar;"💙 La lógica RADAR: por dónde empezar.

La lógica RADAR: Resultados, enfoques, despliegue, evaluación y revisión. El primer paso es un Informe de GAP: medir la distancia entre tu gestión actual y el modelo, y decidir con datos.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-radar.png;https://www.tuconsultor.com/blog/post.html?p=2026-11-28-efqm-radar
2026-11-29;12:30;instagram;NORMAS;iso-56001;"💙 ¿Qué es ISO 56001 y para qué sirve de verdad?

El nuevo estándar internacional certificable de gestión de la innovación: de la idea al valor con un sistema ISO 56001.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Innovación #IDi #InteligenciaArtificial #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/iso-56001.png;https://www.tuconsultor.com/blog/post.html?p=2026-11-29-iso-56001
2026-11-30;12:30;instagram;EFQM;efqm-gap;"💙 Informe de GAP, explicado sin humo.

Informe de GAP: Mide la distancia entre tu gestión y la excelencia. El Modelo EFQM 2025 no es un premio, es un marco para transformar la organización con criterio.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-gap.png;https://www.tuconsultor.com/blog/post.html?p=2026-11-30-efqm-gap
2026-12-01;12:30;instagram;NORMAS;iso-42001;"💙 ISO 42001: Gestión de la inteligencia artificial. Y esto es lo que gana tu organización.

Gobernanza de la IA con ISO 42001: uso responsable, gestión de riesgos y preparación para el Reglamento Europeo de IA.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Innovación #IDi #InteligenciaArtificial #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/iso-42001.png;https://www.tuconsultor.com/blog/post.html?p=2026-12-01-iso-42001
2026-12-02;12:30;instagram;EFQM;efqm-autoevaluacion;"💙 Autoevaluación EFQM: lo que aporta de verdad.

Autoevaluación EFQM. Trabajar con el Modelo EFQM te da una foto honesta de tu gestión y una hoja de ruta priorizada — el sello es la consecuencia.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-autoevaluacion.png;https://www.tuconsultor.com/blog/post.html?p=2026-12-02-efqm-autoevaluacion
2026-12-03;12:30;instagram;NORMAS;pyme-innovadora;"💙 El error más común al implantar Sello PYME Innovadora (y cómo evitarlo).

Copiar documentación de otra empresa y esperar que cuele. El sistema debe nacer de TU actividad real, o se convierte en burocracia muerta.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Innovación #IDi #InteligenciaArtificial #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/pyme-innovadora.png;https://www.tuconsultor.com/blog/post.html?p=2026-12-03-pyme-innovadora
2026-12-04;12:30;instagram;EFQM;efqm-planes;"💙 Planes de acción: el fallo que vemos una y otra vez.

Planes de acción: el error habitual es tratarlo como un trámite documental. EFQM se trabaja desde la dirección, con datos y con las personas.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-planes.png;https://www.tuconsultor.com/blog/post.html?p=2026-12-04-efqm-planes
2026-12-05;12:30;instagram;NORMAS;transformacion-digital-ia;"💙 ¿Es Transformación Digital con IA para tu organización? Señales de que sí.

Si tus clientes (o la Administración) empiezan a pedírtelo, si has crecido y ""todo está en la cabeza de dos personas"", o si quieres diferenciarte en licitaciones: sí, es para ti.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Innovación #IDi #InteligenciaArtificial #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/transformacion-digital-ia.png;https://www.tuconsultor.com/blog/post.html?p=2026-12-05-transformacion-digital-ia
2026-12-06;12:30;instagram;EFQM;efqm-memoria;"💙 ¿Te toca ya trabajar con el Modelo EFQM?

La memoria EFQM. Si tu organización ya certifica ISO y quiere dar el salto de ""cumplir"" a ""sobresalir"", el Modelo EFQM es el siguiente paso natural.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-memoria.png;https://www.tuconsultor.com/blog/post.html?p=2026-12-06-efqm-memoria
2026-12-07;12:30;instagram;NORMAS;blockchain-tokenizacion;"💙 Blockchain, Web3 y Tokenización: el primer paso es más simple de lo que crees.

Una conversación de diagnóstico: entender tu punto de partida y dimensionar el proyecto con plazos realistas. Sin compromiso.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Innovación #IDi #InteligenciaArtificial #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/blockchain-tokenizacion.png;https://www.tuconsultor.com/blog/post.html?p=2026-12-07-blockchain-tokenizacion
2026-12-08;12:30;instagram;EFQM;efqm-sello;"💙 Sellos EFQM 300 · 400 · 500: por dónde empezar.

Sellos EFQM 300 · 400 · 500: El reconocimiento europeo a la excelencia. El primer paso es un Informe de GAP: medir la distancia entre tu gestión actual y el modelo, y decidir con datos.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-sello.png;https://www.tuconsultor.com/blog/post.html?p=2026-12-08-efqm-sello
2026-12-09;12:30;instagram;NORMAS;appcc;"💙 ¿Qué es APPCC y para qué sirve de verdad?

Diseñamos e implantamos tu sistema APPCC: prerrequisitos, análisis de peligros y registros listos para inspección sanitaria.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#SeguridadAlimentaria #IFS #BRCGS #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/appcc.png;https://www.tuconsultor.com/blog/post.html?p=2026-12-09-appcc
2026-12-10;12:30;instagram;EFQM;efqm-evaluacion-externa;"💙 Evaluación externa, explicado sin humo.

Evaluación externa: Qué mirará el equipo evaluador. El Modelo EFQM 2025 no es un premio, es un marco para transformar la organización con criterio.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-evaluacion-externa.png;https://www.tuconsultor.com/blog/post.html?p=2026-12-10-efqm-evaluacion-externa
2026-12-11;12:30;instagram;NORMAS;iso-22000;"💙 ISO 22000: Gestión de la seguridad alimentaria. Y esto es lo que gana tu organización.

Sistema de gestión de seguridad alimentaria ISO 22000 para toda la cadena, integrable con tu ISO 9001.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#SeguridadAlimentaria #IFS #BRCGS #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/iso-22000.png;https://www.tuconsultor.com/blog/post.html?p=2026-12-11-iso-22000
2026-12-12;12:30;instagram;EFQM;efqm-vs-iso;"💙 EFQM e ISO 9001: lo que aporta de verdad.

EFQM e ISO 9001. Trabajar con el Modelo EFQM te da una foto honesta de tu gestión y una hoja de ruta priorizada — el sello es la consecuencia.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-vs-iso.png;https://www.tuconsultor.com/blog/post.html?p=2026-12-12-efqm-vs-iso
2026-12-13;12:30;instagram;NORMAS;brcgs;"💙 El error más común al implantar BRCGS (y cómo evitarlo).

Copiar documentación de otra empresa y esperar que cuele. El sistema debe nacer de TU actividad real, o se convierte en burocracia muerta.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#SeguridadAlimentaria #IFS #BRCGS #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/brcgs.png;https://www.tuconsultor.com/blog/post.html?p=2026-12-13-brcgs
2026-12-14;12:30;instagram;EFQM;efqm-madrid-excelente;"💙 EFQM y Madrid Excelente: el fallo que vemos una y otra vez.

EFQM y Madrid Excelente: el error habitual es tratarlo como un trámite documental. EFQM se trabaja desde la dirección, con datos y con las personas.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-madrid-excelente.png;https://www.tuconsultor.com/blog/post.html?p=2026-12-14-efqm-madrid-excelente
2026-12-15;12:30;instagram;NORMAS;ifs;"💙 ¿Es IFS para tu organización? Señales de que sí.

Si tus clientes (o la Administración) empiezan a pedírtelo, si has crecido y ""todo está en la cabeza de dos personas"", o si quieres diferenciarte en licitaciones: sí, es para ti.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#SeguridadAlimentaria #IFS #BRCGS #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/ifs.png;https://www.tuconsultor.com/blog/post.html?p=2026-12-15-ifs
2026-12-16;12:30;instagram;EFQM;efqm-beneficios;"💙 ¿Te toca ya trabajar con el Modelo EFQM?

Por qué EFQM. Si tu organización ya certifica ISO y quiere dar el salto de ""cumplir"" a ""sobresalir"", el Modelo EFQM es el siguiente paso natural.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-beneficios.png;https://www.tuconsultor.com/blog/post.html?p=2026-12-16-efqm-beneficios
2026-12-17;12:30;instagram;NORMAS;globalgap;"💙 GlobalG.A.P.: el primer paso es más simple de lo que crees.

Una conversación de diagnóstico: entender tu punto de partida y dimensionar el proyecto con plazos realistas. Sin compromiso.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#SeguridadAlimentaria #IFS #BRCGS #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/globalgap.png;https://www.tuconsultor.com/blog/post.html?p=2026-12-17-globalgap
2026-12-18;12:30;instagram;EFQM;efqm-mitos;"💙 Mitos del Modelo EFQM: por dónde empezar.

Mitos del Modelo EFQM: Lo que no es (y lo que sí). El primer paso es un Informe de GAP: medir la distancia entre tu gestión actual y el modelo, y decidir con datos.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-mitos.png;https://www.tuconsultor.com/blog/post.html?p=2026-12-18-efqm-mitos
2026-12-19;12:30;instagram;NORMAS;planificacion-estrategica;"💙 ¿Qué es Planificación Estratégica y para qué sirve de verdad?

Facilitamos tu proceso de planificación estratégica: análisis, propósito, objetivos y plan de acción con responsables y plazos.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Estrategia #Liderazgo #Dirección #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/planificacion-estrategica.png;https://www.tuconsultor.com/blog/post.html?p=2026-12-19-planificacion-estrategica
